portal_slug,research_date,camp_name,section,source_type,blurb,listing_url,source_name,alternate_source_url,alternate_source_domain,alternate_source_title,alt_confidence,alt_score,alt_reason,alt_checked_at
atlanta-families,2026-02-20,Career Camp Atlanta,Featured Day Camps,day,"Career discovery should be engaging, inspiring, and hands-on. Career Camp ATL is designed to immerse students grades 6-12 in real-world experiences that go beyond what schools offer, providing practical insights, mentorship, and skill-building opportunities through career exploration workshops that will help shape their future. June 14-17",https://www.atlantaparent.com/directory/69108/career-camp-atlanta/,Atlanta Parent,,,Summer Academy Camps at University of Georgia,none,19,"summer+camp, metro-geo",2026-02-20T04:56:27.239151+00:00
atlanta-families,2026-02-20,Forefront Arts Theatre Camp,Featured Day Camps,day,"Calling all kids and teens who love the spotlight! One-week theatre camps including K Pop Campers, Wicked, Harry Potter, Tangled, Marvel, Hamilton, Zootopia, Puppetry, Descendants & Zombies, Newsies, High School Musical and Percy Jackson! Full-day camps for ages 5-16, plus Counselor-In-Training and Internship programs. 13 locations. June 1-July 31",https://www.atlantaparent.com/directory/16053/forefront-arts-performance-camp/,Atlanta Parent,,,Forefront Arts - Camp,none,17,"tokens:2, camp",2026-02-20T04:56:32.659449+00:00
atlanta-families,2026-02-20,ITP Training Academy Racquet Camps,Featured Day Camps,day,"ITP camps deliver a fun, well-rounded racquet experience featuring tennis, pickleball and padel at one convenient facility. Racquet Camp (ages 8+) emphasizes skill development and match play; Day Camp (ages 5-7) combines racquet sports with creative activities, games and character building. June 1-July 31",https://www.atlantaparent.com/directory/68533/itp-atlanta-kids-summer-camp/,Atlanta Parent,,,Junior Summer Camps - Mouratoglou Tennis Center Atlanta,none,16,"summer+camp, metro-geo",2026-02-20T04:56:33.774751+00:00
atlanta-families,2026-02-20,The Walker School Summer Programs,Featured Day Camps,day,Walker Summer Programs are the best way to spend your summer! Offering an extensive and diverse selection of enrichment opportunities for students ages 3-14. Half-day and full-day options available weekly. Early drop-off and extended care are available. June 1-July 24,https://www.atlantaparent.com/directory/16323/walker-school-summer-programs/,Atlanta Parent,https://winnie.com/place/atlanta-falcons-summer-camps-the-walker-school-marietta,winnie.com,Atlanta Falcons Summer Camps - The Walker School - Winnie,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:56:43.870488+00:00
atlanta-families,2026-02-20,Adventure Camp at MHHE,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Summer programs for rising 1st through 5th graders at KSU. Themes include Time Travelers, Around the World, Theatre and Mystery of History",https://www.atlantaparent.com/directory/68582/adventure-academy-mhhe/,Atlanta Parent,,,Summer Camp-Becker Bldg. – Atlanta Belvedere SDA Church,none,19,"summer+camp, metro-geo",2026-02-20T04:56:48.234009+00:00
atlanta-families,2026-02-20,Fusion Academy Camps,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Middle school enrichment programs and high school virtual experiences offer options for students to catch up, get ahead, or try something new",https://www.atlantaparent.com/directory/69214/fusion-academy-camps/,Atlanta Parent,,,Junior Summer Camps - Mouratoglou Tennis Center Atlanta,none,16,"summer+camp, metro-geo",2026-02-20T04:56:51.691337+00:00
atlanta-families,2026-02-20,The Howard School Summer Camps,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Weeklong camps for K-12th grade will develop student’s math, reading, speaking, and motor skills while keeping it engaging and fun",https://www.atlantaparent.com/directory/69436/the-howard-school-summer-camps/,Atlanta Parent,,,"2026 Guide to Summer Camps in the Atlanta, GA area",none,16,"summer+camp, metro-geo",2026-02-20T04:56:52.815670+00:00
atlanta-families,2026-02-20,Swift School Summer Camps,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Summer Explorations, Multisensory Math Clinic and Swift Skills for rising K-6th grade blend academics, enrichment, and life skills into fun, confidence-building experiences. June 1-July 17",https://www.atlantaparent.com/directory/15959/swift-school-2/,Atlanta Parent,,,"2026 Guide to Summer Camps in the Atlanta, GA area",none,16,"summer+camp, metro-geo",2026-02-20T04:56:55.148661+00:00
atlanta-families,2026-02-20,Wealthy Habits Money Smart Camp,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Through fun games and activities, kids ages 11-18 learn earning, budgeting, saving, and investing. June 1-July 23",https://www.atlantaparent.com/directory/15947/wealthy-habits-financial-literacy-programs/,Atlanta Parent,,,History Summer Camp | Atlanta History Center,none,16,"summer+camp, metro-geo",2026-02-20T04:56:56.111952+00:00
atlanta-families,2026-02-20,Atlanta Dance Theatre,Dance/Music Camps in Metro Atlanta,day,"Dance camps, workshops and intensives for ages 3-14, at all experience levels",https://www.atlantaparent.com/directory/69217/atlanta-dance-theatre/,Atlanta Parent,https://atlanta.kidsoutandabout.com/content/dance-summer-camps-atlanta,atlanta.kidsoutandabout.com,Dance Summer Camps for Atlanta | Kids Out and About Atlanta,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:07.961451+00:00
atlanta-families,2026-02-20,Dance 411 Studios,Dance/Music Camps in Metro Atlanta,day,"Summer dance camp for ages 5-13 includes hip-hop, Afro beats, jazz and musical theater",https://www.atlantaparent.com/directory/69848/dance-411-studios/,Atlanta Parent,https://atlanta.kidsoutandabout.com/content/summer-kids-dance-acting-camps,atlanta.kidsoutandabout.com,Summer Kids Dance & Acting Camps | Kids Out and About Atlanta,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:10.469916+00:00
atlanta-families,2026-02-20,Atlanta Shakespeare Drama Summer Camps,"Drama, Theater and Acting Camps in Metro Atlanta",day,"Camps for rising grades 3-8, plus intensives for 9-12th grade. Explore improvisation, stage combat, musical theatre and Shakespearean plays. June 1-July 27",https://www.atlantaparent.com/directory/9165/atlanta-shakespeare-company-summer-camp/,Atlanta Parent,https://www.campsearch.com/united-states/atlanta/summer-camps/shakespeare-superheroes,www.campsearch.com,"Shakespeare Superheroes | Theatre, Musical & Improv Summer ...",low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:20.681102+00:00
atlanta-families,2026-02-20,Big Blue Marble Academy Camps,General and Enrichment Camps in Metro Atlanta,day,"Ages 5-12 can explore music, traveling continents to discover rhythms reflecting culture, history, resilience, and joy. June 1-Aug. 7",https://www.atlantaparent.com/directory/51906/big-blue-marble-academy/,Atlanta Parent,https://patch.com/georgia/atlanta/big-blue-marble-academy-atlanta-area-unveils-summer-games-24-camp,patch.com,Big Blue Marble Academy in Atlanta Area Unveils ... - Patch,low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:57:22.896540+00:00
atlanta-families,2026-02-20,The Haven Academy Summer Camp,General and Enrichment Camps in Metro Atlanta,day,"Academic skill refresh, STEAM, outdoor play, filmmaking, crafts, high school courses and more for ages 5-18. June 8-July 17",https://www.atlantaparent.com/directory/69110/the-haven-academy-summer-camps/,Atlanta Parent,,,"The Haven Academy, private McKay Scholarship school ...",none,19,"tokens:1, summer+camp",2026-02-20T04:57:29.603598+00:00
atlanta-families,2026-02-20,St. Benedict’s Episcopal School Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Camps for ages 4-14 include educational, sports-themed, art, STEAM, cooking, drama, gymnastics and more. June 1-July 24",https://www.atlantaparent.com/directory/19194/st-benedicts-episcopal-school-2/,Atlanta Parent,https://smyrnavinings.macaronikid.com/articles/58264ae424d8f4da3aabf550/st-benedicts-episcopal-day-school-summer-camps,smyrnavinings.macaronikid.com,St. Benedict's Episcopal Day School Summer Camps,low,22,"tokens:2, summer+camp",2026-02-20T04:57:52.411888+00:00
atlanta-families,2026-02-20,St. Pius X Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Camps for K-8th graders include basketball, soccer, softball, baseball, dance, wrestling, lacrosse, cheerleading and more. June 1-July 23",https://www.atlantaparent.com/directory/72595/st-pius-x-summer-camps/,Atlanta Parent,https://spxgoldenlions.com/sports/2025/12/17/summer-camps.aspx,spxgoldenlions.com,Summer Camps 2026 - St. Pius X Catholic High School (GA),low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:54.821483+00:00
atlanta-families,2026-02-20,Sunshine House Next Level Adventure Camp,General and Enrichment Camps in Metro Atlanta,day,"A summer full of excitement with weekly themes, field trips, outdoor play and hands-on activities for ages 5-12. 20 locations. May 26-Aug. 7",https://www.atlantaparent.com/directory/16318/sunshine-houses-summer-challenge/,Atlanta Parent,https://sunshinehouse.com/region/metro-atlanta-region-summer-camp/,sunshinehouse.com,Metro Atlanta Region Summer Camp | Sunshine House,low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:57:57.155706+00:00
atlanta-families,2026-02-20,Tech Wreck Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Diverse experiences for grades 1-8, with sports, arts and crafts, team building, field trips and more. Held on the Georgia Tech Campus",https://www.atlantaparent.com/directory/68580/tech-wreck-summer-camp-at-georgia-tech/,Atlanta Parent,https://kidvoyage.com/camps/usa/tech-wreck-summer-camp,kidvoyage.com,"Tech Wreck Summer Camp | Summer Camp in Atlanta, GA - 2026 ...",low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:57:58.176283+00:00
atlanta-families,2026-02-20,Westminster Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"More than 60 unique camps, including traditional day camps, sports camps, and specialty camps for PreK–9th grade. June 1-July 10",https://www.atlantaparent.com/directory/16324/westminster-schools-summer-programs/,Atlanta Parent,https://www.kidscamps.com/Camps/Westminster_Summer_Programs_Atlanta_Georgia-237137.html,www.kidscamps.com,Westminster Summer Programs Atlanta GA - KidsCamps.com,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:58:00.361366+00:00
atlanta-families,2026-02-20,Challenge Aerial Atlanta,Sports Camps in Metro Atlanta,day,"Learn aerial arts in safe environment; camps for ages 9-14 include techniques on aerial silks, sling (hammock), trapeze, lyra, and rope",https://www.atlantaparent.com/directory/69651/challenge-aerial-atlanta/,Atlanta Parent,https://www.challengeaerialatlanta.com/summer-camps-are-posted/,www.challengeaerialatlanta.com,Summer Camps are Posted! – Challenge Aerial,low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:58:18.476878+00:00
atlanta-families,2026-02-20,Coach Jamie Hunt’s Bulldog Tennis Camp,Sports Camps in Metro Atlanta,day,"Ages 9-18 will learn tennis in a challenging, enjoyable environment with top-notch instructors",https://www.atlantaparent.com/directory/68468/coach-jamie-hunts-bulldog-tennis-camp/,Atlanta Parent,https://www.mouratoglou.com/en/international/atlanta/summer-camps-2026/,www.mouratoglou.com,Junior Summer Camps - Mouratoglou Tennis Center Atlanta,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:58:19.509738+00:00
atlanta-families,2026-02-20,Diventures Swim Camps,Sports Camps in Metro Atlanta,day,"Swim camps with lessons, open swim, water safety, ocean ecology and games. Alpharetta",https://www.atlantaparent.com/directory/66110/diventuresswimcamps/,Atlanta Parent,,,25-0048 Summer Camp Flyer v4 - ndacademy.org,none,13,summer+camp,2026-02-20T04:58:20.591673+00:00
atlanta-families,2026-02-20,Nike Sports Camps/US Sports Camps,Sports Camps in Metro Atlanta,day,"Over 140 camps help kids stay active, build friendships, and have fun. Athletes gain elite instruction from some of America’s top coaches",https://www.atlantaparent.com/directory/52488/nike-sports-camps-us-sports-camps/,Atlanta Parent,https://thebestcamps.com/best-camps-profiles/US-SportsNike-Camps-Best-Summer-Camp-2321.html,thebestcamps.com,US Sports/Nike Camps - The Best Camps .com,low,22,"tokens:2, summer+camp",2026-02-20T04:58:21.802579+00:00
atlanta-families,2026-02-20,RCX Sports Foundation,Sports Camps in Metro Atlanta,day,"Learn the fundamentals or enhance skills before moving on to tackle football in a non-contact, recreational, co-ed format for ages 4-14",https://www.atlantaparent.com/directory/69581/rcx-sports-llc/,Atlanta Parent,,,2026 Atlanta Summer Camps | Find the Best Summer Camps in Atlanta,none,16,"summer+camp, metro-geo",2026-02-20T04:58:24.936711+00:00
atlanta-families,2026-02-20,Bucks Sport and Circus Barn,Theme and Specialty Camps in Metro Atlanta,day,"Creative Circus Camp, American Ninja Warriors Camp and Arts and Crafts Camp for ages 5-12",https://www.atlantaparent.com/directory/56979/bucks-sport-and-circus-barn-2/,Atlanta Parent,,,Buck's Sport Barn,none,12,tokens:2,2026-02-20T04:58:36.109361+00:00
atlanta-families,2026-02-20,Peace and Justice Camp,Theme and Specialty Camps in Metro Atlanta,day,"Campers ages 5-12 explore the stories of social justice through art, music, storytelling and play and learn to make an impact",https://www.atlantaparent.com/directory/69228/peace-and-justice-camp/,Atlanta Parent,,,History Summer Camp | Atlanta History Center,none,16,"summer+camp, metro-geo",2026-02-20T04:58:39.637255+00:00
atlanta-families,2026-02-20,Root and Blossom Counseling Camp,Theme and Specialty Camps in Metro Atlanta,day,"Camps for ages 5-14 blend fun with personal growth, promoting self-exploration and emotional awareness in a welcoming setting",https://www.atlantaparent.com/directory/69152/root-and-blossom-counseling-summer-grow-camps/,Atlanta Parent,https://www.prweb.com/releases/east-atlanta-kids-club-and-root--blossom-counseling-announce-partnership-to-provide-no-cost-counseling-services-to-youth-placed-at-risk-302132000.html,www.prweb.com,East Atlanta Kids Club and Root & Blossom Counseling ... - PRWeb,low,26,"tokens:3, metro-geo",2026-02-20T04:58:40.727596+00:00
