portal_slug,research_date,camp_name,section,source_type,blurb,listing_url,source_name,alternate_source_url,alternate_source_domain,alternate_source_title,alt_confidence,alt_score,alt_reason,alt_checked_at,review_old_confidence,review_new_confidence,review_decision,review_new_url,review_new_domain,review_new_title,review_new_score,review_new_reason,review_checked_at,matrix_query,matrix_generated_at,candidate_1_title,candidate_1_url,candidate_1_domain,candidate_1_trust,candidate_2_title,candidate_2_url,candidate_2_domain,candidate_2_trust,candidate_3_title,candidate_3_url,candidate_3_domain,candidate_3_trust,matrix_recommended_title,matrix_recommended_url,matrix_recommended_domain,matrix_recommended_trust,matrix_recommendation_action,candidate_1_token_hits,candidate_2_token_hits,candidate_3_token_hits,matrix_v2_recommendation_action,matrix_v2_recommended_title,matrix_v2_recommended_url,matrix_v2_recommended_domain,matrix_v2_recommended_trust,matrix_v2_recommended_token_hits
atlanta-families,2026-02-20,GSU College of the Arts Summer Music Institute,Dance/Music Camps in Metro Atlanta,day,"Intensive musician training for ages 13-18; tracks include choral, orchestral, jazz and music industry",https://www.atlantaparent.com/directory/56302/georgia-state-university-college-of-the-arts/,Atlanta Parent,https://thearts.gsu.edu/educational-outreach-summermusic/,thearts.gsu.edu,Summer Music Institute - College of the Arts,low,23,tokens:4,2026-02-20T04:57:11.479408+00:00,low,none,downgraded,,,Summer Music Institute - College of the Arts,16,"tokens:2, official-ish-domain",2026-02-20T05:08:56.395864+00:00,"""GSU College of the Arts Summer Music Institute"" ""summer camp"" atlanta",2026-02-20T05:10:24.620702+00:00,Summer Music Institute - College of the Arts,https://thearts.gsu.edu/educational-outreach-summermusic/,thearts.gsu.edu,likely_official,Summer Music Institue: Georgia State University,https://www.livinin.io/events/summer-music-institue-georgia-state-university,www.livinin.io,low_trust_directory,SMI Registration - College of the Arts,https://thearts.gsu.edu/smi-reg/,thearts.gsu.edu,likely_official,Summer Music Institute - College of the Arts,https://thearts.gsu.edu/educational-outreach-summermusic/,thearts.gsu.edu,likely_official,recommend_replace,2,0,1,recommend_replace,Summer Music Institute - College of the Arts,https://thearts.gsu.edu/educational-outreach-summermusic/,thearts.gsu.edu,likely_official,2
atlanta-families,2026-02-20,School of Rock Buckhead,Dance/Music Camps in Metro Atlanta,day,"Learn to play in a band! Themes for ages 5-18 include Rock 101, Classic Rock, Taylor Swift, Rookies Camp and more. May 26-July 31",https://www.atlantaparent.com/directory/72597/school-of-rock-buckhead/,Atlanta Parent,,,School of Rock | Mommy Poppins - Things To Do in Atlanta with ...,none,17,"tokens:1, camp, metro-geo",2026-02-20T04:57:15.912738+00:00,none,medium,upgraded,https://buckhead-sor.pike13.com/locations/school-of-rock-buckhead-9f043571-131a-413f-bc0e-e009dfe38621,buckhead-sor.pike13.com,School of Rock Buckhead,42,"exact-name, tokens:2",2026-02-20T05:08:57.654654+00:00,"""School of Rock Buckhead"" ""summer camp"" atlanta",2026-02-20T05:10:25.480572+00:00,Music Lessons & Programs in Buckhead | School of Rock,https://www.schoolofrock.com/locations/buckhead,www.schoolofrock.com,likely_official,School of Rock Atlanta - Summer Camps 2026,https://www.summercamps.com/camp/school-of-rock-atlanta/,www.summercamps.com,unknown,2025 Atlanta Summer Camp Guide,https://atlantamom.com/in-around-atlanta/summer-camp-georgia-atlanta/,atlantamom.com,unknown,Music Lessons & Programs in Buckhead | School of Rock,https://www.schoolofrock.com/locations/buckhead,www.schoolofrock.com,likely_official,recommend_replace,2,1,0,recommend_replace,Music Lessons & Programs in Buckhead | School of Rock,https://www.schoolofrock.com/locations/buckhead,www.schoolofrock.com,likely_official,2
atlanta-families,2026-02-20,Atlanta Shakespeare Drama Summer Camps,"Drama, Theater and Acting Camps in Metro Atlanta",day,"Camps for rising grades 3-8, plus intensives for 9-12th grade. Explore improvisation, stage combat, musical theatre and Shakespearean plays. June 1-July 27",https://www.atlantaparent.com/directory/9165/atlanta-shakespeare-company-summer-camp/,Atlanta Parent,https://www.campsearch.com/united-states/atlanta/summer-camps/shakespeare-superheroes,www.campsearch.com,"Shakespeare Superheroes | Theatre, Musical & Improv Summer ...",low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:20.681102+00:00,low,none,downgraded,,,Theater Camps in Metro Atlanta | Alliance Theatre,20,"tokens:1, camp, metro, official-ish-domain",2026-02-20T05:08:58.902902+00:00,"""Atlanta Shakespeare Drama Summer Camps"" ""summer camp"" atlanta",2026-02-20T05:10:26.513244+00:00,Summer Programs | Atlanta Shakespeare Company,https://www.shakespearetavern.com/education/summer/,www.shakespearetavern.com,unknown,Theater Camps in Metro Atlanta | Alliance Theatre,https://www.alliancetheatre.org/classes/drama-camps/,www.alliancetheatre.org,likely_official,"Shakespeare Superheroes | Theatre, Musical & Improv Summer ...",https://www.campsearch.com/united-states/atlanta/summer-camps/shakespeare-superheroes,www.campsearch.com,low_trust_directory,Theater Camps in Metro Atlanta | Alliance Theatre,https://www.alliancetheatre.org/classes/drama-camps/,www.alliancetheatre.org,likely_official,recommend_replace,1,1,1,recommend_replace,Theater Camps in Metro Atlanta | Alliance Theatre,https://www.alliancetheatre.org/classes/drama-camps/,www.alliancetheatre.org,likely_official,1
atlanta-families,2026-02-20,Big Blue Marble Academy Camps,General and Enrichment Camps in Metro Atlanta,day,"Ages 5-12 can explore music, traveling continents to discover rhythms reflecting culture, history, resilience, and joy. June 1-Aug. 7",https://www.atlantaparent.com/directory/51906/big-blue-marble-academy/,Atlanta Parent,https://patch.com/georgia/atlanta/big-blue-marble-academy-atlanta-area-unveils-summer-games-24-camp,patch.com,Big Blue Marble Academy in Atlanta Area Unveils ... - Patch,low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:57:22.896540+00:00,low,low,replaced_same_conf,https://bbmacademy.com/programs-old/summer-camp/,bbmacademy.com,"Programs-Summer Camp - Big Blue Marble Academy, premier ...",22,"tokens:2, summer+camp",2026-02-20T05:08:59.824765+00:00,"""Big Blue Marble Academy Camps"" ""summer camp"" atlanta",2026-02-20T05:10:27.618256+00:00,"Programs-Summer Camp - Big Blue Marble Academy, premier ...",https://bbmacademy.com/programs-old/summer-camp/,bbmacademy.com,unknown,Big Blue Marble Academy in Atlanta Area Unveils ... - Patch,https://patch.com/georgia/atlanta/big-blue-marble-academy-atlanta-area-unveils-summer-games-24-camp,patch.com,low_trust_directory,Big Blue Marble Academy Announces the Opening of the 28th ...,https://es.finance.yahoo.com/news/big-blue-marble-academy-announces-175700700.html,es.finance.yahoo.com,unknown,,,,,manual_review_needed,2,2,2,manual_review_needed,,,,,0
atlanta-families,2026-02-20,Carrington Academy Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Sports, makerspace, STEAM, science, drama, arts and more for ages 5-11. May 26-July 30",https://www.atlantaparent.com/directory/9566/carrington-academy/,Atlanta Parent,,,Summer Camp Near Me | Carrington Academy,none,16,"tokens:1, summer+camp",2026-02-20T04:57:25.039165+00:00,none,none,unchanged,,,Carrington Academy Kindergarten Enrichment - Summer Camps 2025,21,"tokens:1, summer+camp, metro",2026-02-20T05:09:00.800694+00:00,"""Carrington Academy Summer Camps"" ""summer camp"" atlanta",2026-02-20T05:10:28.554594+00:00,Summer Camp Near Me | Carrington Academy,https://www.carringtonacademy.com/camp/summer-camp/,www.carringtonacademy.com,unknown,Carrington Academy | Kids Out and About Atlanta,https://atlanta.kidsoutandabout.com/content/carrington-academy,atlanta.kidsoutandabout.com,trusted_aggregator,"Carrington Academy, Atlanta, GA (2026) - Find Local Businesses",https://www.findglocal.com/US/Atlanta/196346250395178/Carrington-Academy,www.findglocal.com,low_trust_directory,Carrington Academy | Kids Out and About Atlanta,https://atlanta.kidsoutandabout.com/content/carrington-academy,atlanta.kidsoutandabout.com,trusted_aggregator,recommend_fallback,1,1,1,recommend_fallback,Carrington Academy | Kids Out and About Atlanta,https://atlanta.kidsoutandabout.com/content/carrington-academy,atlanta.kidsoutandabout.com,trusted_aggregator,1
atlanta-families,2026-02-20,The Haven Academy Summer Camp,General and Enrichment Camps in Metro Atlanta,day,"Academic skill refresh, STEAM, outdoor play, filmmaking, crafts, high school courses and more for ages 5-18. June 8-July 17",https://www.atlantaparent.com/directory/69110/the-haven-academy-summer-camps/,Atlanta Parent,,,"The Haven Academy, private McKay Scholarship school ...",none,19,"tokens:1, summer+camp",2026-02-20T04:57:29.603598+00:00,none,none,unchanged,,,"The Haven Academy, private McKay Scholarship school ...",20,"tokens:1, summer+camp, official-ish-domain",2026-02-20T05:09:01.775545+00:00,"""The Haven Academy Summer Camp"" ""summer camp"" atlanta",2026-02-20T05:10:29.529373+00:00,"The Haven Academy - Summer Programs, Summer Camps, Academic ...",https://thehavenacademy.com/summer-2025,thehavenacademy.com,unknown,"The Haven Academy, private McKay Scholarship school ...",https://www.thehavensrq.org/adventure-summer-camp/,www.thehavensrq.org,likely_official,History Summer Camp | Atlanta History Center,https://www.atlantahistorycenter.com/history-summer-camp/,www.atlantahistorycenter.com,unknown,"The Haven Academy, private McKay Scholarship school ...",https://www.thehavensrq.org/adventure-summer-camp/,www.thehavensrq.org,likely_official,recommend_replace,1,1,0,recommend_replace,"The Haven Academy, private McKay Scholarship school ...",https://www.thehavensrq.org/adventure-summer-camp/,www.thehavensrq.org,likely_official,1
atlanta-families,2026-02-20,Landmark Christian School Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Camps for all ages include academics, arts, athletics and Oasis Summer Adventure camps",https://www.atlantaparent.com/directory/40892/landmark-christian-school-summer-camp/,Atlanta Parent,https://www.invent.org/program-search/camp-invention/ga22/11448,www.invent.org,Landmark Christian School | Camp Invention®,low,26,"tokens:2, camp, metro-geo",2026-02-20T04:57:35.208314+00:00,low,none,downgraded,,,"Camp Invention at Landmark Christian School, Georgia",21,"tokens:1, summer+camp, metro",2026-02-20T05:09:02.813903+00:00,"""Landmark Christian School Summer Camps"" ""summer camp"" atlanta",2026-02-20T05:10:30.452664+00:00,SUMMER CAMPS 2025 - Landmark Christian School,https://landmarkchristianschool.org/summer-camps-2025/,landmarkchristianschool.org,likely_official,Landmark Christian School | Camp Invention®,https://www.invent.org/program-search/camp-invention/ga22/11448,www.invent.org,likely_official,"SUMMER CAMP PROGRAMS in Norcross, GA | GAC Summer Camp",https://www.greateratlantachristian.org/campus-life/summer-camp/summer-camp,www.greateratlantachristian.org,likely_official,SUMMER CAMPS 2025 - Landmark Christian School,https://landmarkchristianschool.org/summer-camps-2025/,landmarkchristianschool.org,likely_official,recommend_replace,2,2,0,recommend_replace,SUMMER CAMPS 2025 - Landmark Christian School,https://landmarkchristianschool.org/summer-camps-2025/,landmarkchristianschool.org,likely_official,2
atlanta-families,2026-02-20,Marcus Jewish Community Center of Atlanta (MJCCA) Summer Day Camps,General and Enrichment Camps in Metro Atlanta,day,"Traditional outdoor camps for ages 4-14 with boating, rock wall, zip line and more, plus performing arts, sports, theme and teen camps. May 26-July 31",https://www.atlantaparent.com/directory/16287/marcus-jewish-community-center-atlanta-mjcca-summer-day-camps?p=16287,Atlanta Parent,https://www.atlantajcc.org/our-programs/camps/mjcca-day-camps/,www.atlantajcc.org,"MJCCA Day Camps - Marcus JCC of Atlanta (MJCCA) in Dunwoody, GA",low,26,"tokens:2, camp, metro-geo",2026-02-20T04:57:37.404728+00:00,low,low,unchanged,https://www.atlantajcc.org/our-programs/camps/mjcca-day-camps/,www.atlantajcc.org,"MJCCA Day Camps - Marcus JCC of Atlanta (MJCCA) in Dunwoody, GA",26,"tokens:2, camp, metro, official-ish-domain",2026-02-20T05:09:03.894321+00:00,"""Marcus Jewish Community Center of Atlanta (MJCCA) Summer Day Camps"" ""summer camp"" atlanta",2026-02-20T05:10:31.577977+00:00,"MJCCA Day Camps - Marcus JCC of Atlanta (MJCCA) in Dunwoody, GA",https://www.atlantajcc.org/our-programs/camps/mjcca-day-camps/,www.atlantajcc.org,likely_official,"MJCCA Summer Day Camps Bring Fun, Friends, and Adventure!",https://www.mjccadaycamps.org/,www.mjccadaycamps.org,likely_official,Find a Camp - MJCCA Summer Day Camps,https://www.mjccadaycamps.org/camps/,www.mjccadaycamps.org,likely_official,"MJCCA Day Camps - Marcus JCC of Atlanta (MJCCA) in Dunwoody, GA",https://www.atlantajcc.org/our-programs/camps/mjcca-day-camps/,www.atlantajcc.org,likely_official,recommend_replace,2,1,1,recommend_replace,"MJCCA Day Camps - Marcus JCC of Atlanta (MJCCA) in Dunwoody, GA",https://www.atlantajcc.org/our-programs/camps/mjcca-day-camps/,www.atlantajcc.org,likely_official,2
atlanta-families,2026-02-20,McGinnis Woods School Sunsational Summer,General and Enrichment Camps in Metro Atlanta,day,"“Summer at The Woods” for ages 4-13 with weekly themes and field trips, art, music, STEM, sports, water games and more. May 27-Aug. 1",https://www.atlantaparent.com/directory/16288/mcginnis-woods-country-day-school-sunsational-summer?p=16288,Atlanta Parent,,,Summer Camp-Becker Bldg. – Atlanta Belvedere SDA Church,none,19,"summer+camp, metro-geo",2026-02-20T04:57:39.650562+00:00,none,none,unchanged,,,"BEST Private School in Alpharetta, GA - PK - 8th - McGinnis ...",21,"tokens:2, metro, official-ish-domain",2026-02-20T05:09:04.791179+00:00,"""McGinnis Woods School Sunsational Summer"" ""summer camp"" atlanta",2026-02-20T05:10:32.343335+00:00,"BEST Private School in Alpharetta, GA - PK - 8th - McGinnis ...",https://www.mcginniswoods.org/,www.mcginniswoods.org,likely_official,SUMMER CAMP 2024: Looking for a summer camp for ... - Atlanta,https://www.wsbtv.com/news/local/atlanta/looking-summer-camp-your-kids-heres-list-you-consider/46GNPX7OOFD3NGOEDA3SNY2HHA/,www.wsbtv.com,unknown,25-0048 Summer Camp Flyer v4 - ndacademy.org,https://ndacademy.org/wp-content/uploads/2026/02/25-0048-Summer-Camp-Flyer-v4.pdf,ndacademy.org,likely_official,"BEST Private School in Alpharetta, GA - PK - 8th - McGinnis ...",https://www.mcginniswoods.org/,www.mcginniswoods.org,likely_official,recommend_replace,1,0,0,recommend_replace,"BEST Private School in Alpharetta, GA - PK - 8th - McGinnis ...",https://www.mcginniswoods.org/,www.mcginniswoods.org,likely_official,1
atlanta-families,2026-02-20,Montessori Academy at Vickery,General and Enrichment Camps in Metro Atlanta,day,"Weekly themes f0r ages 5-9 include All Ball, Game Masters, Artistic Inspiration, Aquatic Adventure and more",https://www.atlantaparent.com/directory/16293/montessori-at-vickery/,Atlanta Parent,,,"Montessori at Vickery Academy, Georgia",none,18,"tokens:2, metro-geo",2026-02-20T04:57:42.044259+00:00,none,low,upgraded,https://montessorivickery.com/wp-content/uploads/2025/01/MAV_Summer-Camp-2025-1.pdf,montessorivickery.com,Summer Camp 2025 - flyer - montessorivickery.com,22,"tokens:2, summer+camp",2026-02-20T05:09:05.840200+00:00,"""Montessori Academy at Vickery"" ""summer camp"" atlanta",2026-02-20T05:10:33.241673+00:00,Summer Camp 2025 - flyer - montessorivickery.com,https://montessorivickery.com/wp-content/uploads/2025/01/MAV_Summer-Camp-2025-1.pdf,montessorivickery.com,likely_official,"Montessori at Vickery Academy, Georgia",https://montessorivickery.com/,montessorivickery.com,likely_official,25-0048 Summer Camp Flyer v4 - ndacademy.org,https://ndacademy.org/wp-content/uploads/2026/02/25-0048-Summer-Camp-Flyer-v4.pdf,ndacademy.org,likely_official,Summer Camp 2025 - flyer - montessorivickery.com,https://montessorivickery.com/wp-content/uploads/2025/01/MAV_Summer-Camp-2025-1.pdf,montessorivickery.com,likely_official,recommend_replace,0,2,0,recommend_replace,"Montessori at Vickery Academy, Georgia",https://montessorivickery.com/,montessorivickery.com,likely_official,2
atlanta-families,2026-02-20,Oak Grove Academy Camps,General and Enrichment Camps in Metro Atlanta,day,"Fun-filled, enriching camps for ages 4-12 include Aquatic Adventure, Crazy Contraptions, Legendary Creatures, All Ball, Master Chefs and more",https://www.atlantaparent.com/directory/69081/oak-grove-academy-3/,Atlanta Parent,https://mommypoppins.com/atlanta-kids/directory/camps/oak-grove-academy-summer-camps,mommypoppins.com,Oak Grove Academy Summer Camps - Mommy Poppins,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:43.314111+00:00,low,none,downgraded,,,Oak Grove Academy Summer Camps - Mommy Poppins,21,"tokens:1, summer+camp, metro, trusted-aggregator",2026-02-20T05:09:08.834224+00:00,"""Oak Grove Academy Camps"" ""summer camp"" atlanta",2026-02-20T05:10:34.335028+00:00,Oak Grove Academy Summer Camps - Mommy Poppins,https://mommypoppins.com/atlanta-kids/directory/camps/oak-grove-academy-summer-camps,mommypoppins.com,trusted_aggregator,Day Camp for kids age 5-14 serving Metro Atlanta | Oak Tree ...,https://www.oaktreecamps.com/,www.oaktreecamps.com,unknown,Home - Oak Grove Academy,https://oakgroveacademy.org/,oakgroveacademy.org,likely_official,Home - Oak Grove Academy,https://oakgroveacademy.org/,oakgroveacademy.org,likely_official,recommend_replace,1,0,1,recommend_fallback,Oak Grove Academy Summer Camps - Mommy Poppins,https://mommypoppins.com/atlanta-kids/directory/camps/oak-grove-academy-summer-camps,mommypoppins.com,trusted_aggregator,1
atlanta-families,2026-02-20,Paideia School Summer Camp,General and Enrichment Camps in Metro Atlanta,day,"Creative camps for ages 3-14 include traditional camp, with enriching indoor and outdoor activities, along with a variety of sports camps. June 8-July 17",https://www.atlantaparent.com/directory/16301/paideia-school-summer-camp/,Atlanta Parent,https://www.paideiaschool.org/our-school/summer-camp,www.paideiaschool.org,The Paideia School Atlanta Summer Camps,low,25,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:47.885056+00:00,low,low,unchanged,https://www.paideiaschool.org/our-school/summer-camp,www.paideiaschool.org,The Paideia School Atlanta Summer Camps,25,"tokens:1, summer+camp, metro, official-ish-domain",2026-02-20T05:09:10.561008+00:00,"""Paideia School Summer Camp"" ""summer camp"" atlanta",2026-02-20T05:10:35.211964+00:00,The Paideia School Atlanta Summer Camps,https://www.paideiaschool.org/our-school/summer-camp,www.paideiaschool.org,likely_official,Summer Camps for your Kids - Midtownatlanta.org,https://midtownatlanta.org/summer-camps-for-your-kids/,midtownatlanta.org,likely_official,Summer Camps 2026 — Cliff Valley School,https://www.cliffvalley.org/summercamps2026,www.cliffvalley.org,likely_official,The Paideia School Atlanta Summer Camps,https://www.paideiaschool.org/our-school/summer-camp,www.paideiaschool.org,likely_official,recommend_replace,1,0,0,recommend_replace,The Paideia School Atlanta Summer Camps,https://www.paideiaschool.org/our-school/summer-camp,www.paideiaschool.org,likely_official,1
atlanta-families,2026-02-20,Saint Anne’s Day School Summer Camp,General and Enrichment Camps in Metro Atlanta,day,"Camps for ages 2-7 years emphasize the outdoors, music and movement, arts and crafts, nature, science and summer fun. June 8-July 17",https://www.atlantaparent.com/directory/62829/saint-annes-day-school-summer-camp/,Atlanta Parent,https://www.saintannesdayschool.com/programs/summer-camp/,www.saintannesdayschool.com,Summer Camp – Saint Anne's Day School & Enrichment Programs,low,25,"tokens:2, summer+camp",2026-02-20T04:57:51.334220+00:00,low,low,unchanged,https://www.saintannesdayschool.com/programs/summer-camp/,www.saintannesdayschool.com,Summer Camp – Saint Anne's Day School & Enrichment Programs,26,"tokens:2, summer+camp, official-ish-domain",2026-02-20T05:09:11.605238+00:00,"""Saint Anne’s Day School Summer Camp"" ""summer camp"" atlanta",2026-02-20T05:10:36.459864+00:00,Summer Camp – Saint Anne's Day School & Enrichment Programs,https://www.saintannesdayschool.com/programs/summer-camp/,www.saintannesdayschool.com,likely_official,Outreach — Saint Anne's Episcopal Church & Day School,https://www.saintannes.com/outreach,www.saintannes.com,unknown,Saint Anne's Day School | Mommy Poppins - Things To Do in ...,https://mommypoppins.com/atlanta-kids/directory/camps/saint-annes-day-school,mommypoppins.com,trusted_aggregator,Summer Camp – Saint Anne's Day School & Enrichment Programs,https://www.saintannesdayschool.com/programs/summer-camp/,www.saintannesdayschool.com,likely_official,recommend_replace,2,2,2,recommend_replace,Summer Camp – Saint Anne's Day School & Enrichment Programs,https://www.saintannesdayschool.com/programs/summer-camp/,www.saintannesdayschool.com,likely_official,2
atlanta-families,2026-02-20,St. Benedict’s Episcopal School Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Camps for ages 4-14 include educational, sports-themed, art, STEAM, cooking, drama, gymnastics and more. June 1-July 24",https://www.atlantaparent.com/directory/19194/st-benedicts-episcopal-school-2/,Atlanta Parent,https://smyrnavinings.macaronikid.com/articles/58264ae424d8f4da3aabf550/st-benedicts-episcopal-day-school-summer-camps,smyrnavinings.macaronikid.com,St. Benedict's Episcopal Day School Summer Camps,low,22,"tokens:2, summer+camp",2026-02-20T04:57:52.411888+00:00,low,low,unchanged,https://smyrnavinings.macaronikid.com/articles/58264ae424d8f4da3aabf550/st-benedicts-episcopal-day-school-summer-camps,smyrnavinings.macaronikid.com,St. Benedict's Episcopal Day School Summer Camps,22,"tokens:2, summer+camp",2026-02-20T05:09:12.651838+00:00,"""St. Benedict’s Episcopal School Summer Camps"" ""summer camp"" atlanta",2026-02-20T05:10:37.384363+00:00,SUMMER CAMPS - St. Benedict's,https://www.stbs.org/summer-camps,www.stbs.org,likely_official,Big Thinkers – St. Benedicts Summer Camp,https://bigthinkersscience.com/programs/camps/st-benedicts-summer-camp/,bigthinkersscience.com,unknown,St. Benedict's Episcopal Day School Summer Camps,https://smyrnavinings.macaronikid.com/articles/58264ae424d8f4da3aabf550/st-benedicts-episcopal-day-school-summer-camps,smyrnavinings.macaronikid.com,unknown,SUMMER CAMPS - St. Benedict's,https://www.stbs.org/summer-camps,www.stbs.org,likely_official,recommend_replace,1,0,2,recommend_replace,SUMMER CAMPS - St. Benedict's,https://www.stbs.org/summer-camps,www.stbs.org,likely_official,1
atlanta-families,2026-02-20,Saint Francis Schools Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Basketball, literacy, language arts, math, games, art and more for ages 7-14. July 6-17",https://www.atlantaparent.com/directory/65829/saint-francis-school-summer-camps/,Atlanta Parent,https://www.saintfrancisschools.com/academics/summer-programs.cfm,www.saintfrancisschools.com,Summer Programs - Saint Francis Schools,low,23,tokens:3,2026-02-20T04:57:53.563496+00:00,low,low,replaced_same_conf,https://www.saintfrancisschools.com/,www.saintfrancisschools.com,Saint Francis School | Private College Prep in Roswell ...,29,"tokens:3, metro, official-ish-domain",2026-02-20T05:09:13.739353+00:00,"""Saint Francis Schools Summer Camps"" ""summer camp"" atlanta",2026-02-20T05:10:38.238569+00:00,Summer Programs - Saint Francis Schools,https://www.saintfrancisschools.com/academics/summer-programs.cfm,www.saintfrancisschools.com,likely_official,2025 Atlanta Summer Camp Guide,https://atlantamom.com/in-around-atlanta/summer-camp-georgia-atlanta/,atlantamom.com,unknown,Marist School Summer Camps: Online Registration by MyRec.com ...,http://maristschoolga.myrec.com/info/default.aspx,maristschoolga.myrec.com,likely_official,Summer Programs - Saint Francis Schools,https://www.saintfrancisschools.com/academics/summer-programs.cfm,www.saintfrancisschools.com,likely_official,recommend_replace,3,0,0,recommend_replace,Summer Programs - Saint Francis Schools,https://www.saintfrancisschools.com/academics/summer-programs.cfm,www.saintfrancisschools.com,likely_official,3
